transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
1552,12.75,17,Clothing,0,0,51,1,28,0
1553,4.67,20,Electronics,0,0,63,1,24,0
1554,53.04,0,Food,0,0,25,6,20,0
1555,135.41,23,Food,0,0,25,2,18,0
1556,417.6,14,Grocery,0,0,60,5,40,0
1557,328.5,14,Grocery,0,0,73,1,39,0
1558,118.21,18,Grocery,0,0,39,7,24,0
1559,6.62,0,Grocery,0,0,25,2,24,0
1560,134.35,18,Travel,0,0,49,2,61,0
1561,213.92,23,Travel,0,0,58,2,50,0
1562,72.63,2,Electronics,0,0,99,2,50,0
1563,20.64,11,Clothing,0,0,71,1,33,0
1564,57.25,11,Clothing,0,0,74,1,30,0
1565,258.89,14,Electronics,0,1,95,2,18,0
1566,75.86,14,Travel,0,0,99,3,58,0
1567,293.01,7,Grocery,0,0,79,3,64,0
1568,67.49,11,Electronics,0,0,79,5,53,0
1569,31.31,23,Electronics,0,0,47,4,38,0
1570,100.36,14,Electronics,0,0,56,4,34,0
1571,105.55,14,Travel,0,0,47,4,54,0
1572,2.85,6,Travel,0,0,76,2,63,0
1573,21.83,20,Grocery,0,0,72,4,55,0
1574,35.85,10,Electronics,0,1,87,1,36,0
1575,21.14,0,Clothing,0,0,81,3,60,0
1576,73.26,14,Food,0,0,54,3,57,0
1577,585.9,16,Food,1,0,71,1,56,0
1578,124.79,9,Food,0,0,99,3,23,0
1579,173.17,0,Travel,0,0,59,0,22,0
1580,77.26,4,Food,0,1,64,2,36,0
1581,68.52,10,Food,0,0,57,3,68,0
1582,4.11,9,Electronics,0,0,66,2,46,0
1583,121.65,14,Electronics,0,0,67,2,21,0
1584,115.87,15,Travel,0,0,81,0,40,0
1585,30.12,8,Food,0,0,51,4,38,0
1586,253.4,2,Travel,0,0,67,3,68,0
1587,118.98,21,Clothing,0,1,37,2,43,0
1588,72.59,15,Travel,0,1,38,0,44,0
1589,27.86,16,Electronics,0,0,81,1,69,0
1590,140.85,14,Grocery,0,0,33,0,38,0
1591,245.05,19,Clothing,1,0,72,3,64,0
1592,58.08,9,Grocery,0,0,44,3,25,0
1593,43.29,17,Grocery,0,0,36,0,45,0
1594,129.4,16,Food,0,0,71,2,33,0
1595,29.6,16,Food,0,0,99,2,56,0
1596,192.59,3,Travel,0,0,71,2,35,0
1597,163.01,12,Electronics,0,0,53,1,63,0
1598,15.97,14,Travel,1,0,49,1,67,0
1599,6.52,23,Grocery,0,0,44,4,35,0
1600,169.78,12,Clothing,0,1,57,0,48,0
1601,61.11,19,Food,0,0,79,0,44,0
1602,15.85,1,Travel,1,0,64,2,18,0
1603,249.8,6,Electronics,1,0,58,4,32,0
1604,66.09,14,Food,1,0,29,0,38,0
1605,107.91,14,Grocery,0,0,36,1,37,0
1606,47.38,6,Food,0,0,40,1,18,0
1607,173.06,18,Travel,0,0,55,1,49,0
1608,62.91,10,Food,0,0,60,0,29,0
1609,603.6,10,Clothing,0,0,95,2,22,0
1610,212.82,11,Food,0,0,66,1,23,0
1611,25.78,20,Food,0,0,54,0,42,0
1612,94.51,19,Electronics,0,1,78,2,21,0
1613,85.35,23,Grocery,0,0,81,1,48,0
1614,133.97,15,Grocery,0,0,64,4,61,0
1615,323.44,23,Grocery,0,0,58,1,27,0
1616,153.53,13,Clothing,0,0,90,5,49,0
1617,11.14,10,Electronics,0,0,66,6,58,0
1618,186.8,8,Travel,0,0,37,2,24,0
1619,1.46,10,Clothing,0,1,55,4,52,0
1620,265.44,10,Clothing,0,1,69,0,60,0
1621,192.6,6,Electronics,0,0,54,1,54,0
1622,64.75,7,Clothing,0,0,73,3,45,0
1623,60.65,15,Clothing,0,0,32,1,69,0
1624,280.68,8,Grocery,0,0,79,3,42,0
1625,268.15,0,Travel,0,0,54,0,29,0
1626,76.15,0,Electronics,0,0,50,2,20,0
1627,62.27,0,Grocery,0,1,78,2,53,0
1628,143.87,1,Food,0,1,61,3,34,0
1629,1.47,3,Electronics,0,0,50,2,34,0
1630,15.13,4,Grocery,0,0,59,2,33,0
1631,23.65,13,Electronics,0,0,59,2,48,0
1632,35.96,2,Food,0,0,51,2,35,0
1633,125.8,5,Grocery,0,0,68,3,22,0
1634,851.93,0,Travel,0,0,60,0,65,0
1635,185.38,7,Grocery,0,0,78,1,30,0
1636,11.09,16,Food,0,0,29,1,43,0
1637,130.74,11,Food,0,0,63,2,45,0
1638,120.36,12,Clothing,0,0,88,0,43,0
1639,27.3,11,Food,0,0,51,2,60,0
1640,443.43,2,Travel,1,0,57,5,52,0
1641,101.9,8,Grocery,0,0,89,5,32,0
1642,914.14,13,Electronics,0,0,25,6,41,0
1643,95.53,18,Travel,0,0,93,2,40,0
1644,164.18,14,Food,0,0,72,2,50,0
1645,19.4,17,Grocery,0,0,62,2,40,0
1646,106.17,4,Food,0,0,81,0,40,0
1647,47.83,1,Food,0,0,56,2,40,0
1648,316.51,0,Food,0,0,40,5,27,0
1649,268.62,17,Travel,0,0,55,1,41,0
1650,304.78,1,Electronics,0,0,54,2,44,0
1651,225.46,19,Food,0,0,53,0,59,0
1652,313.47,8,Electronics,0,0,67,1,44,0
1653,39.31,23,Food,0,0,63,6,52,0
1654,105.47,8,Food,0,0,66,1,49,0
1655,206.39,8,Grocery,0,0,91,2,64,0
1656,177.86,12,Food,0,0,56,3,47,0
1657,220.92,8,Travel,0,0,90,3,45,0
1658,44.52,14,Electronics,0,0,87,3,48,0
1659,18.17,4,Food,0,0,25,3,38,0
1660,435.97,12,Clothing,0,0,38,2,58,0
1661,144.01,6,Grocery,0,1,37,4,29,0
1662,29.29,10,Clothing,0,0,93,1,64,0
1663,276.52,2,Electronics,0,0,61,2,43,0
1664,432.06,17,Grocery,0,0,53,2,44,0
1665,32.58,9,Grocery,0,0,36,0,31,0
1666,298.15,18,Grocery,1,1,82,1,43,0
1667,474.52,6,Travel,0,0,54,2,46,0
1668,488.55,11,Food,0,0,25,1,37,0
1669,430.48,18,Food,0,0,96,2,24,0
1670,138.61,3,Grocery,0,1,61,1,40,0
1671,77.21,5,Clothing,0,0,86,2,34,0
1672,1.28,17,Electronics,0,0,62,0,33,0
1673,11.02,21,Grocery,0,1,51,2,49,0
1674,98.2,11,Clothing,0,1,61,1,61,0
1675,89.37,5,Food,0,0,70,2,46,0
1676,35.81,9,Grocery,1,0,47,6,36,0
1677,88.25,23,Travel,0,0,25,7,69,0
1678,33.65,2,Food,1,0,25,1,53,0
1679,331.21,15,Electronics,1,0,63,3,69,0
1680,62.08,12,Electronics,0,1,69,0,46,0
1681,160.03,3,Clothing,1,0,58,0,31,0
1682,122.53,9,Food,0,0,42,3,69,0
1683,9.34,0,Food,0,0,51,0,67,0
1684,499.93,13,Grocery,1,0,63,4,69,0
1685,131.35,14,Electronics,0,0,68,1,60,0
1686,68.93,2,Travel,0,0,60,2,36,0
1687,30.18,15,Clothing,0,0,48,0,20,0
1688,72.46,7,Travel,0,0,89,2,37,0
1689,3.63,6,Electronics,0,0,44,1,43,0
1690,79.23,4,Food,0,0,42,3,29,0
1691,132.93,16,Food,0,1,55,1,22,0
1692,360.25,0,Electronics,0,0,85,3,33,0
1693,203.86,0,Travel,0,0,75,3,47,0
1694,20.74,7,Grocery,1,1,61,4,38,0
1695,28.03,7,Grocery,0,0,41,2,45,0
1696,97.98,16,Food,0,0,44,3,65,0
1697,38.19,11,Food,0,1,56,3,45,0
1698,4.95,11,Food,0,0,53,1,62,0
1699,286.64,0,Food,0,0,52,0,27,0
1700,3.46,10,Grocery,0,0,90,2,32,0
1701,311.39,0,Travel,1,0,99,1,40,0
1702,27.28,13,Clothing,1,0,46,3,21,0
1703,644.53,16,Grocery,0,0,75,1,28,0
1704,162.36,6,Food,0,0,80,1,49,0
1705,232.83,14,Clothing,0,0,51,1,59,0
1706,20.53,8,Clothing,1,0,46,2,29,0
1707,347.37,20,Food,0,0,43,2,43,0
1708,320.42,13,Food,0,0,73,1,41,0
1709,185.57,4,Clothing,0,0,73,3,51,0
1710,122.33,19,Clothing,1,0,84,3,39,0
1711,224.12,17,Clothing,0,0,99,2,41,0
1712,1.04,8,Electronics,0,0,72,2,50,0
1713,157.37,15,Clothing,0,0,64,3,18,0
1714,329.62,15,Travel,0,0,43,4,62,0
1715,77.4,8,Travel,1,0,77,0,45,0
1716,20.1,12,Travel,0,0,25,4,29,0
1717,95.77,13,Electronics,1,0,54,3,38,0
1718,227.7,7,Grocery,0,0,25,1,60,0
1719,19.9,21,Food,0,0,55,5,18,0
1720,40.45,0,Grocery,1,0,78,1,45,0
1721,27.99,16,Clothing,0,0,97,3,50,0
1722,279.53,3,Food,0,0,25,3,69,0
1723,11.39,10,Food,0,1,86,2,20,0
1724,203.42,0,Electronics,0,0,56,0,44,0
1725,80.03,2,Clothing,0,0,61,1,41,0
1726,247.17,11,Travel,0,0,79,1,69,0
1727,584.72,12,Clothing,0,0,59,3,57,0
1728,21.33,19,Travel,0,0,47,4,64,0
1729,66.18,8,Clothing,0,0,50,1,56,0
1730,291.29,15,Grocery,0,0,45,1,22,0
1731,54.26,11,Grocery,0,0,64,1,53,0
1732,62.47,7,Electronics,0,1,39,6,52,1
1733,42.47,15,Electronics,0,0,87,3,61,0
1734,305.97,4,Grocery,0,0,79,5,69,0
1735,762.54,12,Clothing,0,0,64,0,43,0
1736,142.7,14,Electronics,0,0,48,2,18,0
1737,57.12,8,Electronics,0,0,68,2,38,0
1738,89.14,14,Clothing,0,0,98,1,40,0
1739,32.7,14,Clothing,0,0,43,2,44,0
1740,251.6,8,Food,0,0,77,2,69,0
1741,260.35,17,Travel,0,0,70,3,43,0
1742,364.76,0,Grocery,1,0,47,2,37,0
1743,4.73,0,Food,0,0,67,2,35,0
1744,144.73,4,Clothing,0,0,53,2,46,0
1745,42.28,13,Electronics,1,0,44,2,34,0
1746,73.09,6,Clothing,1,0,42,2,23,0
1747,269.47,2,Grocery,0,0,47,1,43,0
1748,37.39,11,Grocery,0,0,38,1,53,0
1749,178.32,12,Grocery,0,0,99,4,25,0
1750,186.37,7,Travel,1,0,43,2,42,0
1751,540.22,3,Electronics,0,0,93,4,64,0
1752,261.66,11,Grocery,0,0,69,3,18,0
1753,285.4,17,Grocery,0,0,27,2,37,0
1754,132.98,3,Grocery,0,0,45,3,55,0
1755,36.25,22,Travel,0,0,69,2,39,0
1756,97.2,7,Grocery,0,0,48,3,43,0
1757,139.8,7,Food,0,0,66,1,51,0
1758,198.91,12,Travel,0,0,25,0,19,0
1759,164.07,12,Grocery,0,0,63,1,25,0
1760,87.81,0,Food,0,0,59,4,51,0
1761,36.94,3,Grocery,1,0,47,1,29,1
1762,54.06,10,Clothing,0,0,99,6,52,0
1763,32.3,15,Travel,0,0,48,1,34,0
1764,207.53,18,Travel,0,0,76,3,68,0
1765,181.78,10,Clothing,0,0,88,3,45,0
1766,203.86,9,Travel,0,0,83,2,30,0
1767,81.71,16,Grocery,0,0,85,5,54,0
1768,53.36,23,Grocery,0,0,60,2,43,0
1769,250.01,12,Clothing,0,0,70,1,29,0
1770,260.48,10,Food,0,0,50,1,18,0
1771,106.62,20,Electronics,0,0,74,1,39,0
1772,165.95,3,Food,0,0,40,1,28,0
1773,81.99,12,Electronics,0,0,46,1,45,0
1774,212.23,23,Travel,0,0,99,4,52,0
1775,316.68,14,Travel,0,0,81,2,18,0
1776,204.35,17,Food,0,0,30,1,39,0
1777,126.0,9,Food,0,0,69,2,69,0
1778,107.6,15,Travel,0,0,42,1,45,0
1779,180.26,20,Electronics,0,0,75,1,37,0
1780,199.67,1,Travel,0,0,69,1,46,0
1781,143.44,11,Grocery,0,0,66,3,55,0
1782,171.94,14,Grocery,0,0,49,4,47,0
1783,17.81,11,Food,0,1,91,1,20,0
1784,531.54,8,Food,0,0,49,2,36,0
1785,274.27,21,Clothing,0,0,66,4,33,0
1786,82.11,13,Clothing,0,0,57,3,48,0
1787,145.07,6,Grocery,0,0,34,2,43,0
1788,8.5,18,Electronics,0,0,55,1,54,0
1789,7.38,21,Electronics,0,0,28,4,25,0
1790,50.63,19,Travel,1,0,73,2,63,0
1791,205.17,8,Electronics,0,0,49,1,69,0
1792,335.15,9,Electronics,1,1,55,0,18,0
1793,143.62,4,Travel,0,1,74,1,55,0
1794,133.18,13,Electronics,0,0,50,0,34,0
1795,90.24,19,Food,0,0,25,2,43,0
1796,30.9,15,Electronics,0,0,69,3,38,0
1797,22.09,23,Electronics,0,0,48,0,62,0
1798,250.71,0,Electronics,0,1,55,3,40,0
1799,460.1,12,Clothing,0,0,73,3,26,0
1800,107.48,17,Clothing,0,0,42,3,41,0
1801,188.86,7,Clothing,0,0,69,0,18,0
1802,431.09,3,Food,1,0,63,1,18,0
1803,16.56,3,Grocery,0,0,61,2,54,0
1804,258.05,12,Grocery,0,0,57,3,44,0
1805,168.18,3,Grocery,0,0,66,0,32,0
1806,160.06,21,Clothing,0,0,74,2,46,0
1807,60.68,15,Clothing,0,0,27,2,21,0
1808,201.92,10,Grocery,0,0,77,2,18,0
1809,277.68,11,Grocery,0,0,55,1,44,0
1810,21.0,19,Travel,0,0,28,2,62,0
1811,133.7,20,Clothing,0,1,57,2,27,0
1812,18.72,5,Electronics,1,0,41,3,40,0
1813,361.22,6,Grocery,0,0,83,2,53,0
1814,124.23,9,Travel,0,0,33,1,54,0
1815,289.31,7,Travel,0,0,66,2,52,0
1816,80.48,0,Travel,0,0,66,1,27,0
1817,23.43,6,Travel,1,0,69,1,45,0
1818,7.43,6,Grocery,0,0,75,3,31,0
1819,57.96,3,Food,0,1,52,2,27,0
1820,49.1,14,Grocery,0,0,38,2,45,0
1821,144.08,10,Clothing,0,0,25,2,33,0
1822,3.85,15,Food,0,0,65,1,47,0
1823,128.9,4,Grocery,0,0,51,0,37,0
1824,87.17,16,Grocery,0,0,85,2,48,0
1825,150.9,12,Grocery,0,0,74,2,60,0
1826,212.51,7,Clothing,0,0,90,2,39,0
1827,176.27,22,Electronics,0,0,32,2,30,0
1828,732.23,12,Travel,1,0,42,0,58,0
1829,26.09,8,Grocery,0,0,71,3,54,0
1830,98.48,13,Electronics,0,0,88,1,51,0
1831,96.97,5,Electronics,0,0,99,0,40,0
1832,94.62,10,Travel,0,0,70,1,26,0
1833,191.12,23,Clothing,0,0,62,2,50,0
1834,118.0,0,Food,0,0,79,3,42,0
1835,127.75,8,Clothing,0,0,49,3,37,0
1836,99.28,10,Electronics,0,0,46,0,44,0
1837,840.08,9,Clothing,0,0,73,0,36,0
1838,460.24,8,Electronics,0,0,76,1,56,0
1839,64.48,23,Clothing,0,0,61,2,46,0
1840,20.75,7,Food,0,0,45,0,68,0
1841,321.05,14,Food,0,1,82,1,62,0
1842,1028.76,7,Travel,0,0,35,2,33,0
1843,60.69,14,Grocery,0,0,64,1,22,0
1844,77.64,18,Clothing,0,0,70,0,51,0
1845,498.11,11,Clothing,0,0,49,1,44,0
1846,217.72,7,Electronics,1,0,91,0,58,0
1847,61.45,10,Grocery,0,0,60,1,32,0
1848,152.54,15,Electronics,0,0,53,2,27,0
1849,506.09,17,Travel,0,0,25,5,50,0
1850,292.86,13,Grocery,0,0,99,2,64,0
1851,237.42,11,Travel,0,0,59,1,30,0
1852,234.17,20,Food,0,0,30,2,41,0
1853,34.37,7,Travel,0,0,42,6,58,0
1854,305.28,8,Grocery,0,1,84,3,50,0
1855,56.65,23,Food,1,0,41,3,37,0
1856,467.17,11,Clothing,0,0,70,1,51,0
1857,79.52,16,Electronics,0,0,74,1,52,0
1858,341.81,5,Food,0,0,55,1,45,0
1859,54.28,18,Grocery,0,0,47,1,40,0
1860,126.7,3,Grocery,0,0,66,1,46,0
1861,19.82,3,Clothing,0,0,73,2,31,0
1862,189.21,17,Food,0,0,30,1,40,0
1863,70.43,5,Travel,1,0,37,4,52,1
1864,317.06,9,Clothing,0,0,25,3,48,0
1865,222.22,10,Food,0,0,84,0,60,0
1866,129.88,14,Clothing,0,0,73,3,30,0
1867,8.09,9,Travel,0,0,68,2,51,0
1868,475.09,4,Grocery,1,0,47,6,30,0
1869,214.33,7,Electronics,0,0,84,1,54,0
1870,240.18,4,Clothing,0,0,84,4,62,0
1871,277.58,19,Electronics,0,0,63,1,26,0
1872,241.48,20,Food,0,0,56,2,35,0
1873,102.01,5,Grocery,1,0,69,5,31,0
1874,231.93,14,Food,0,0,67,3,41,0
1875,171.98,9,Electronics,0,0,50,1,36,0
1876,337.38,21,Electronics,0,0,30,3,58,0
1877,284.35,23,Food,0,0,67,1,47,0
1878,7.41,16,Travel,0,0,59,4,48,0
1879,83.5,8,Clothing,0,0,76,2,39,0
1880,6.19,3,Food,0,0,96,0,51,0
1881,18.88,13,Travel,0,0,37,2,60,0
1882,161.27,10,Food,0,0,71,1,37,0
1883,362.94,1,Food,0,0,33,2,56,0
1884,22.38,12,Electronics,0,1,90,2,28,0
1885,105.17,23,Food,1,0,42,3,69,0
1886,423.91,17,Travel,0,0,47,1,32,0
1887,295.19,3,Food,0,0,50,0,62,0
1888,128.57,11,Food,0,1,67,1,33,0
1889,258.88,14,Travel,0,1,68,1,46,0
1890,129.67,15,Clothing,0,0,74,1,54,0
1891,30.17,0,Travel,0,1,86,2,56,0
1892,23.36,10,Clothing,0,0,56,2,48,0
1893,36.59,13,Food,0,1,48,3,56,0
1894,75.78,10,Food,0,0,43,1,22,0
1895,467.58,0,Clothing,0,0,65,0,45,0
1896,281.9,10,Electronics,0,0,62,0,64,0
1897,99.42,17,Food,1,0,34,0,56,0
1898,119.12,7,Electronics,0,0,76,3,42,0
1899,54.13,8,Clothing,1,0,53,0,46,0
1900,213.66,21,Clothing,0,0,92,0,32,0
1901,284.62,10,Clothing,0,1,58,4,18,0
1902,47.86,12,Electronics,0,0,40,1,56,0
1903,7.49,0,Clothing,0,0,67,1,50,0
1904,171.45,4,Food,1,1,83,2,47,0
1905,144.95,23,Travel,1,0,70,2,18,0
1906,90.19,23,Clothing,0,0,87,1,39,0
1907,181.03,14,Food,0,0,46,5,18,0
1908,140.24,0,Clothing,0,0,74,4,18,0
1909,50.58,2,Clothing,0,0,86,4,34,0
1910,88.9,2,Grocery,0,1,69,1,68,0
1911,97.98,2,Food,0,1,83,0,48,0
1912,372.11,9,Electronics,0,0,64,0,39,0
1913,568.37,17,Clothing,0,0,85,2,37,0
1914,391.85,7,Travel,0,0,76,3,35,0
1915,222.68,9,Food,0,0,56,2,62,0
1916,154.2,9,Grocery,0,0,54,2,43,0
1917,204.93,17,Food,0,0,74,3,67,0
1918,490.69,17,Electronics,0,0,54,2,43,0
1919,50.44,12,Electronics,0,1,66,3,69,0
1920,134.3,20,Food,0,0,62,3,58,0
1921,205.12,9,Electronics,0,0,44,0,42,0
1922,199.36,23,Electronics,0,0,60,2,31,0
1923,50.97,7,Clothing,0,0,52,2,47,0
1924,154.93,0,Clothing,0,0,67,3,27,0
1925,278.64,2,Clothing,0,0,66,3,46,0
1926,113.0,2,Food,0,0,56,4,69,0
1927,276.4,6,Food,0,0,59,2,57,0
1928,78.22,19,Electronics,0,0,34,1,36,0
1929,489.69,8,Clothing,0,0,77,5,37,0
1930,133.85,2,Food,0,0,52,6,50,0
1931,158.89,1,Grocery,0,0,82,4,36,0
1932,5.59,11,Electronics,0,0,25,3,50,0
1933,32.73,22,Travel,0,0,77,1,35,0
1934,175.72,13,Travel,0,0,55,1,32,0
1935,95.47,18,Grocery,0,0,89,1,34,0
1936,124.42,14,Food,0,0,86,3,57,0
1937,11.4,1,Grocery,0,0,99,1,48,0
1938,314.99,15,Grocery,0,0,81,2,50,0
1939,269.1,3,Grocery,0,0,46,3,69,0
1940,35.94,8,Clothing,0,0,81,3,35,0
1941,176.39,6,Grocery,0,0,66,1,21,0
1942,299.02,10,Grocery,0,0,47,1,48,0
1943,179.54,9,Clothing,0,0,80,3,49,0
1944,65.16,9,Grocery,0,0,63,2,49,0
1945,187.15,9,Food,0,0,99,1,38,0
1946,41.43,13,Grocery,0,0,70,2,56,0
1947,67.17,9,Electronics,0,0,57,5,58,0
1948,48.13,10,Clothing,0,0,25,2,59,0
1949,142.72,23,Travel,0,0,25,3,47,0
1950,20.08,18,Travel,0,0,54,6,38,0
1951,474.74,8,Clothing,0,0,76,2,51,0
1952,71.14,12,Food,0,0,83,0,35,0
1953,43.33,11,Electronics,0,1,81,4,50,0
1954,120.32,12,Electronics,0,0,25,1,54,0
1955,56.87,11,Electronics,0,0,48,3,40,0
1956,134.22,12,Grocery,0,0,45,2,34,0
1957,75.13,9,Travel,0,0,79,1,18,0
1958,24.83,7,Electronics,1,0,55,1,68,0
1959,54.2,9,Food,1,0,87,0,18,0
1960,101.17,0,Electronics,1,1,63,1,46,0
1961,5.39,16,Grocery,0,0,55,3,61,0
1962,258.17,15,Travel,0,0,59,1,25,0
1963,170.49,23,Food,0,0,34,5,69,0
1964,0.38,6,Electronics,0,1,54,1,62,1
1965,161.25,3,Electronics,0,0,51,2,58,0
1966,138.47,8,Grocery,0,0,72,1,19,0
1967,156.46,19,Food,0,0,59,1,43,0
1968,478.31,14,Travel,0,1,33,4,64,0
1969,1.51,22,Electronics,0,0,25,2,38,0
1970,8.59,21,Travel,0,0,34,3,53,0
1971,37.27,0,Clothing,0,0,40,5,49,0
1972,32.1,13,Grocery,0,0,80,2,56,0
1973,35.05,13,Travel,1,0,37,0,33,0
1974,195.42,11,Travel,0,0,52,2,18,0
1975,107.87,8,Travel,0,0,37,0,51,0
1976,841.77,22,Food,0,0,69,0,63,0
1977,45.12,11,Clothing,0,0,75,5,39,0
1978,65.27,0,Food,0,0,74,1,51,0
1979,727.68,8,Clothing,0,0,60,2,54,0
1980,312.5,23,Food,1,0,66,4,31,0
1981,111.25,4,Grocery,0,0,80,5,25,0
1982,141.8,20,Grocery,0,0,55,4,30,0
1983,324.82,18,Electronics,0,0,58,2,41,0
1984,114.98,9,Grocery,0,0,82,0,42,0
1985,40.45,13,Food,0,0,60,0,19,0
1986,309.08,11,Travel,0,0,63,0,50,0
1987,135.3,8,Food,0,0,88,4,49,0
1988,29.12,7,Electronics,0,0,54,1,45,0
1989,123.5,21,Electronics,0,0,77,2,29,0
1990,93.46,10,Travel,0,0,75,1,65,0
1991,367.19,6,Travel,0,1,66,4,35,0
1992,23.62,15,Clothing,0,0,65,2,28,0
1993,364.88,14,Food,0,0,32,3,58,0
1994,125.86,1,Grocery,0,0,99,1,41,0
1995,90.84,7,Electronics,0,0,57,3,18,0
1996,30.98,0,Electronics,0,0,74,1,44,0
1997,211.57,23,Food,0,0,81,1,32,0
1998,458.43,9,Grocery,0,0,69,2,21,0
1999,82.51,7,Clothing,0,0,87,0,37,0
2000,48.48,8,Clothing,0,0,80,2,29,0
2001,141.91,6,Clothing,0,0,25,5,29,0
2002,278.87,10,Travel,0,0,61,0,46,0
2003,0.66,20,Food,0,0,25,1,58,0
2004,174.98,12,Grocery,0,0,56,2,18,0
2005,159.13,2,Clothing,0,1,44,2,59,0
2006,67.14,3,Electronics,0,0,43,1,41,0
2007,105.27,12,Travel,0,0,65,1,68,0
2008,49.73,5,Food,0,0,75,4,57,0
2009,273.53,10,Travel,0,0,29,1,18,0
2010,176.48,23,Travel,0,0,99,2,47,0
2011,133.39,4,Grocery,0,0,71,0,53,0
2012,87.39,1,Food,0,0,60,5,30,0
2013,60.39,6,Travel,0,0,60,5,57,0
2014,303.34,0,Travel,0,0,27,4,54,0
2015,105.27,20,Travel,0,0,48,2,40,0
2016,122.04,3,Travel,0,0,40,4,43,0
2017,128.99,4,Electronics,0,0,48,1,39,0
2018,104.3,2,Grocery,0,0,74,0,49,0
2019,51.87,0,Electronics,0,0,46,1,60,0
2020,22.48,11,Clothing,0,0,69,2,38,0
2021,27.64,4,Grocery,0,1,44,2,40,1
2022,18.19,6,Grocery,0,0,74,0,49,0
2023,248.37,0,Grocery,0,0,66,5,54,0
2024,44.36,9,Travel,0,0,99,2,69,0
2025,10.04,14,Food,1,0,67,2,31,0
2026,280.02,8,Clothing,0,0,91,0,22,0
2027,29.33,15,Clothing,0,1,99,3,38,0
2028,172.04,23,Food,0,0,59,1,59,0
2029,72.49,17,Electronics,1,0,99,4,18,0
2030,23.71,13,Travel,1,0,88,3,49,0
2031,93.85,17,Electronics,1,0,41,4,31,0
2032,2.62,23,Clothing,0,0,87,2,35,0
2033,322.46,1,Clothing,0,0,49,1,41,0
2034,126.33,16,Grocery,0,0,72,6,44,0
2035,26.27,4,Clothing,0,0,84,1,22,0
2036,47.42,13,Electronics,0,0,79,3,27,0
2037,104.17,2,Clothing,0,1,49,0,44,0
2038,36.7,16,Clothing,0,0,45,2,60,0
2039,54.84,13,Grocery,0,0,41,2,67,0
2040,134.02,22,Electronics,0,0,93,0,62,0
2041,313.39,9,Food,0,0,80,2,24,0
2042,90.1,9,Travel,0,0,87,3,38,0
2043,221.31,9,Food,0,0,27,0,39,0
2044,366.97,23,Food,0,0,77,5,58,0
2045,42.73,16,Grocery,0,0,49,4,62,0
2046,288.6,20,Grocery,0,0,39,0,47,0
2047,248.33,16,Food,0,0,35,3,59,0
2048,77.41,17,Grocery,0,1,63,0,69,0
2049,799.2,1,Food,0,0,57,2,61,0
2050,53.4,7,Travel,0,0,72,1,38,0
2051,51.57,7,Grocery,1,0,64,2,26,0
2052,259.41,12,Food,0,0,75,3,39,0
2053,99.99,10,Food,0,0,59,3,69,0
2054,70.42,0,Electronics,0,0,46,2,18,0
2055,34.51,12,Grocery,0,0,81,0,35,0
2056,254.16,0,Travel,0,0,73,1,65,0
2057,270.58,17,Travel,1,0,62,0,27,0
2058,146.58,12,Clothing,0,0,62,1,53,0
2059,552.97,20,Travel,0,0,53,2,56,0
2060,67.15,13,Electronics,0,0,74,4,18,0
2061,43.48,8,Electronics,0,0,74,3,26,0
2062,198.39,0,Grocery,0,0,42,1,27,0
2063,249.06,8,Food,0,0,94,2,51,0
2064,44.67,6,Clothing,0,0,58,0,42,0
2065,13.97,14,Travel,1,0,54,4,42,0
2066,291.65,8,Electronics,0,0,86,0,36,0
2067,657.63,15,Travel,0,0,75,1,30,0
2068,181.42,21,Food,0,0,73,1,63,0
2069,57.08,1,Clothing,1,0,74,3,69,0
2070,1000.36,11,Clothing,0,0,85,3,46,0
2071,392.29,11,Electronics,0,0,40,2,36,0
2072,126.29,13,Travel,0,0,50,3,33,0
2073,305.92,16,Clothing,1,0,93,2,18,0
2074,296.63,22,Electronics,0,0,47,2,42,0
2075,478.7,4,Electronics,0,0,40,3,18,0
2076,322.32,0,Grocery,0,0,70,4,49,0
2077,180.93,13,Electronics,1,1,53,2,36,0
2078,164.78,14,Electronics,0,0,74,0,66,0
2079,110.44,16,Grocery,0,0,59,1,48,0
2080,172.66,6,Food,0,0,53,0,28,0
2081,278.04,0,Travel,0,0,42,1,57,0
2082,609.27,20,Travel,0,0,72,3,26,0
2083,110.42,15,Clothing,0,0,57,1,43,0
2084,149.47,9,Grocery,0,0,65,1,33,0
2085,103.17,0,Grocery,0,0,46,3,52,0
2086,193.58,7,Travel,0,0,70,1,40,0
2087,174.28,16,Food,0,0,61,2,29,0
2088,3.16,14,Grocery,0,0,60,3,51,0
2089,136.59,2,Food,0,0,72,4,49,0
2090,16.24,15,Food,0,1,25,0,59,0
2091,4.69,11,Grocery,0,0,41,0,42,0
2092,274.63,20,Travel,0,0,58,2,47,0
2093,52.47,6,Electronics,0,0,64,1,57,0
2094,73.03,7,Electronics,0,0,69,6,61,0
2095,11.61,12,Grocery,0,0,49,3,31,0
2096,34.69,8,Travel,0,0,68,3,37,0
2097,254.36,5,Electronics,0,0,54,4,69,0
2098,119.28,23,Food,0,0,46,4,53,0
2099,372.73,21,Travel,0,0,73,2,51,0
2100,88.76,5,Clothing,0,0,77,6,18,0
